"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,0.078339,9.9215,5.6637e-05,NaN,NaN,NaN,NaN,1,0.9422,0.22245,0.037481,
1,-0.34371,1.2456,0.41261,1,0,0.92662,1,1,0.71811,0,0,
2,-0.58255,0.14161,0.83136,1,0,0.60003,1,1,0.33297,0,0,
3,-0.59739,0.040347,1.2663,1,0,0.24004,1,1,0.32868,0,0,
4,-0.60381,0.030198,1.6747,1,0,0.19577,1,1,0.34156,0,0,
5,-0.60733,0.02075,2.0829,1,0,0.14194,1,1,0.34822,0,0,
6,-0.60897,0.013533,2.4963,1,0,0.095054,1,1,0.3491,0,0,
7,-0.60961,0.0083925,2.937,1,0,0.059442,1,1,0.34832,0,0,
8,-0.60987,0.0054291,3.3446,1,0,0.038519,1,1,0.34768,0,0,
9,-0.60999,0.0035529,3.7584,1,0,0.0252,1,1,0.34717,0,0,
10,-0.61003,0.0022881,4.164,1,0,0.016217,1,1,0.34679,0,0,
11,-0.61005,0.00099817,4.5714,1,0,0.0070685,1,1,0.34629,0,0,
12,-0.61005,0.00053299,4.9806,1,0,0.003773,1,1,0.34598,0,0,
13,-0.61005,0.0002881,5.3896,1,0,0.0020391,1,1,0.3458,0,0,
14,-0.61005,0.00015652,5.8053,1,0,0.0011077,1,1,0.3457,0,0,
15,-0.61005,8.5314e-05,6.2186,1,0,0.00060373,1,1,0.34564,0,0,
