"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,0.41824,0.082657,-0.55052,1.0882,
1,0.024328,0.0062218,0.00067648,-0.91523,0.062615,
2,0.034232,0.0044686,0.00048256,-0.91511,0.066142,
3,0.062985,0.0031507,0.00033472,-0.91502,0.068164,
4,0.074468,0.0022127,0.00023477,-0.91496,0.070135,
5,0.092527,0.0015309,0.00016158,-0.91491,0.071358,
6,0.10097,0.0010605,0.00011173,-0.91488,0.072363,
7,0.1124,0.00072927,7.6739e-05,-0.91485,0.073063,
8,0.12196,0.00050043,5.2615e-05,-0.91484,0.073553,
9,0.12971,0.00034245,3.5982e-05,-0.91482,0.073888,
10,0.13828,0.00023408,2.4586e-05,-0.91482,0.07412,
11,0.14532,0.00015982,1.6782e-05,-0.91481,0.074279,
12,0.15222,0.00010905,1.1447e-05,-0.91481,0.074388,
13,0.15791,7.4368e-05,7.8054e-06,-0.9148,0.074462,
14,0.1651,5.0701e-05,5.3213e-06,-0.9148,0.074513,
15,0.17529,3.4558e-05,3.627e-06,-0.9148,0.074548,
16,0.18094,2.3552e-05,2.4717e-06,-0.9148,0.074571,
17,0.18653,1.6049e-05,1.6843e-06,-0.9148,0.074587,
18,0.19235,1.0936e-05,1.1476e-06,-0.9148,0.074598,
19,0.19834,7.4512e-06,7.8194e-07,-0.9148,0.074606,
20,0.20439,5.0768e-06,5.3276e-07,-0.9148,0.074611,
21,0.21069,3.4589e-06,3.6298e-07,-0.9148,0.074614,
22,0.21698,2.3566e-06,2.473e-07,-0.9148,0.074617,
23,0.22325,1.6056e-06,1.6849e-07,-0.9148,0.074618,
24,0.22955,1.0939e-06,1.1479e-07,-0.9148,0.07462,
25,0.23582,7.4526e-07,7.8208e-08,-0.9148,0.07462,
26,0.2425,5.0774e-07,5.3283e-08,-0.9148,0.074621,
27,0.24902,3.4592e-07,3.6301e-08,-0.9148,0.074621,
28,0.25556,2.3568e-07,2.4732e-08,-0.9148,0.074621,
29,0.26223,1.6056e-07,1.685e-08,-0.9148,0.074622,
30,0.26926,1.0939e-07,1.148e-08,-0.9148,0.074622,
