"iter","cost",
0,-0.01096,
1,-0.3204,
2,-0.51575,
3,-0.55254,
4,-0.53775,
5,-0.53321,
6,-0.53145,
7,-0.53165,
8,-0.53189,
9,-0.53153,
10,-0.53092,
11,-0.53078,
12,-0.53121,
13,-0.53103,
14,-0.53088,
15,-0.53077,
16,-0.53074,
17,-0.53072,
18,-0.5307,
19,-0.53069,
20,-0.53069,
21,-0.5307,
22,-0.53072,
23,-0.53069,
24,-0.5307,
25,-0.53072,
26,-0.53075,
27,-0.53079,
28,-0.53086,
29,-0.53093,
30,-0.53101,
31,-0.53127,
32,-0.53136,
33,-0.53128,
34,-0.53128,
35,-0.53129,
36,-0.53126,
37,-0.53125,
38,-0.53124,
39,-0.53125,
40,-0.53126,
41,-0.53129,
42,-0.5313,
43,-0.53129,
44,-0.53128,
45,-0.53127,
46,-0.53127,
47,-0.53127,
48,-0.53127,
49,-0.53127,
50,-0.53126,
51,-0.53126,
52,-0.53126,
53,-0.53126,
54,-0.53126,
55,-0.53126,
55,-0.53126,
