"iter","cost",
0,-0.0018413,
1,-0.23758,
2,-0.43283,
3,-0.5258,
4,-0.4978,
5,-0.49819,
6,-0.50084,
7,-0.49649,
8,-0.50065,
9,-0.5009,
10,-0.50413,
11,-0.50511,
12,-0.50435,
13,-0.50535,
14,-0.50606,
15,-0.5071,
16,-0.50712,
17,-0.50856,
18,-0.50802,
19,-0.50855,
20,-0.50829,
21,-0.50792,
22,-0.50793,
23,-0.50804,
24,-0.50805,
25,-0.508,
26,-0.50799,
27,-0.50801,
28,-0.50801,
29,-0.50796,
30,-0.50794,
31,-0.50794,
32,-0.50794,
33,-0.50794,
34,-0.50794,
35,-0.50794,
36,-0.50794,
37,-0.50794,
38,-0.50795,
39,-0.50794,
40,-0.50794,
41,-0.50794,
42,-0.50794,
43,-0.50794,
44,-0.50794,
44,-0.50794,
