"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,-0.016173,15.7442,7.967e-05,NaN,NaN,NaN,NaN,1,0.99982,0.19908,0.025292,
1,-0.24738,1.8911,2.2193,1,0,0.92282,1,1,0.67491,0,0,
2,-0.48469,0.25923,4.329,1,0,0.55312,1,1,0.47433,0,0,
3,-0.52179,0.085274,6.4123,1,0,0.24519,1,1,0.41324,0,0,
4,-0.52867,0.039828,8.4904,1,0,0.12101,1,1,0.39724,0,0,
5,-0.531,0.024582,10.5744,1,0,0.07549,1,1,0.39004,0,0,
6,-0.532,0.016327,12.6799,1,0,0.050196,1,1,0.38658,0,0,
7,-0.53253,0.012346,14.7577,1,0,0.037926,1,1,0.38451,0,0,
8,-0.53287,0.010072,16.8495,1,0,0.03091,1,1,0.38298,0,0,
9,-0.53309,0.0079109,18.9257,1,0,0.024249,1,1,0.3822,0,0,
10,-0.53323,0.0065569,21.0125,1,0,0.020082,1,1,0.38182,0,0,
11,-0.53334,0.0056558,23.1161,1,0,0.017313,1,1,0.38163,0,0,
12,-0.53342,0.0050251,25.2214,1,0,0.015377,1,1,0.3816,0,0,
13,-0.53349,0.0045816,27.3253,1,0,0.014017,1,1,0.38169,0,0,
14,-0.53354,0.0038681,29.4172,1,0,0.011834,1,1,0.38178,0,0,
15,-0.53357,0.0033448,31.5072,1,0,0.010234,1,1,0.3819,0,0,
16,-0.5336,0.0029226,33.5834,1,0,0.0089428,1,1,0.38206,0,0,
17,-0.53362,0.0025735,35.6611,1,0,0.0078754,1,1,0.38225,0,0,
18,-0.53364,0.0022718,37.7568,1,0,0.0069532,1,1,0.38243,0,0,
19,-0.53365,0.0020125,39.8593,1,0,0.0061603,1,1,0.3826,0,0,
20,-0.53366,0.0017914,41.9402,1,0,0.0054839,1,1,0.38277,5.2444e-16,2.0978e-18,
21,-0.53367,0.0015984,44.0239,1,0,0.0048938,1,1,0.38292,0,0,
22,-0.53368,0.0014276,46.1068,1,0,0.004371,1,1,0.38307,0,0,
23,-0.53368,0.0012767,48.2162,1,0,0.0039094,1,1,0.38321,0,0,
24,-0.53369,0.0011424,50.3008,1,0,0.0034983,1,1,0.38334,0,0,
25,-0.53369,0.0010228,52.3988,1,0,0.0031321,1,1,0.38347,0,0,
26,-0.53369,0.00091601,54.4961,1,0,0.0028053,1,1,0.38358,0,0,
27,-0.5337,0.00082068,56.6178,1,0,0.0025135,1,1,0.38369,0,0,
28,-0.5337,0.00073548,58.7083,1,0,0.0022526,1,1,0.38378,0,0,
29,-0.5337,0.00065929,60.8118,1,0,0.0020193,1,1,0.38387,1.3634e-14,5.4537e-17,
30,-0.5337,0.00059112,62.9378,1,0,0.0018106,1,1,0.38395,0,0,
31,-0.5337,0.00053012,65.0301,1,0,0.0016238,1,1,0.38403,0,0,
32,-0.5337,0.00047551,67.1407,1,0,0.0014565,1,1,0.38409,0,0,
33,-0.5337,0.00042661,69.2359,1,0,0.0013067,1,1,0.38415,0,0,
34,-0.5337,0.0003828,71.3372,1,0,0.0011726,1,1,0.38421,0,0,
35,-0.5337,0.00034355,73.4306,1,0,0.0010524,1,1,0.38426,0,0,
36,-0.5337,0.00030837,75.5213,1,0,0.0009446,1,1,0.3843,0,0,
37,-0.5337,0.00027676,77.6385,1,0,0.00084778,1,1,0.38434,0,0,
38,-0.5337,0.00024788,79.7081,1,0,0.00075931,1,1,0.38438,0,0,
39,-0.53371,0.00021978,81.7916,1,0,0.00067325,1,1,0.38441,0,0,
40,-0.53371,0.0001924,83.8809,1,0,0.00058936,1,1,0.38444,0,0,
41,-0.53371,0.00016696,85.9903,1,0,0.00051142,1,1,0.38447,0,0,
42,-0.53371,0.00014512,88.0801,1,0,0.00044455,1,1,0.38449,0,0,
43,-0.53371,0.00012659,90.1744,1,0,0.00038779,1,1,0.38451,0,0,
44,-0.53371,0.00011087,92.292,1,0,0.00033964,1,1,0.38453,0,0,
45,-0.53371,9.7549e-05,94.4021,1,0,0.00029882,1,1,0.38454,0,0,
