"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,0.042061,4.9472,4.9086e-05,NaN,NaN,NaN,NaN,1,1.0724,0.44422,0.07658,
1,-0.30914,2.179,0.19813,1,0,1.0339,1,1.3081,0.59662,0,0,
2,-0.46702,0.17814,0.22485,1,0,0.447,1,1.3081,0.37609,0,0,
3,-0.47925,0.04022,0.24929,1,0,0.11646,1,1.3081,0.35375,0,0,
4,-0.48004,0.013514,0.2733,1,0,0.039217,1,1.3081,0.34557,0,0,
5,-0.48047,0.012347,0.29893,1,0,0.035659,1,1.3081,0.33765,0,0,
6,-0.48109,0.015764,0.3239,1,0,0.045287,1,1.3081,0.32919,0,0,
7,-0.48219,0.020864,0.35023,1,0,0.059721,1,1.3081,0.31987,0,0,
8,-0.48391,0.025275,0.37662,1,0,0.072382,1,1.3081,0.3108,6.055e-15,3.9448e-16,
9,-0.48421,0.0082074,0.40359,1,0,0.023455,1,1.3081,0.30684,0,0,
10,-0.4843,0.0050508,0.43584,1,0,0.014435,1,1.3081,0.30451,0,0,
11,-0.48435,0.0039826,0.46381,1,0,0.011384,1,1.3081,0.30292,0,0,
12,-0.4844,0.0043485,0.4976,1,0,0.012433,1,1.3081,0.30149,0,0,
13,-0.48447,0.005152,0.52644,1,0,0.014736,1,1.3081,0.29994,0,0,
14,-0.48457,0.006183,0.561,1,0,0.017696,1,1.3081,0.29818,0,0,
15,-0.48471,0.0074286,0.58686,1,0,0.021282,1,1.3081,0.29618,1.5848e-15,1.242e-16,
16,-0.48492,0.0089104,0.61239,1,0,0.025566,1,1.3081,0.29393,0,0,
17,-0.48509,0.0068257,0.64022,1,0,0.019621,1,1.3081,0.29211,0,0,
18,-0.48516,0.0043457,0.66876,1,0,0.012505,1,1.3081,0.29114,0,0,
19,-0.48519,0.0025413,0.69431,1,0,0.0073166,1,1.3081,0.29081,0,0,
20,-0.4852,0.0015454,0.72309,1,0,0.0044503,1,1.3081,0.29063,0,0,
21,-0.4852,0.00094248,0.74905,1,0,0.0027143,1,1.3081,0.29053,0,0,
22,-0.4852,0.00057554,0.7772,1,0,0.0016576,1,1.3081,0.29047,0,0,
23,-0.4852,0.00035173,0.80448,1,0,0.001013,1,1.3081,0.29044,0,0,
24,-0.4852,0.00021506,0.82904,1,0,0.00061942,1,1.3081,0.29042,0,0,
25,-0.4852,0.00013154,0.85272,1,0,0.00037886,1,1.3081,0.2904,0,0,
26,-0.4852,8.0473e-05,0.87708,1,0,0.00023178,1,1.3081,0.2904,0,0,
