"iter","cost",
0,-21.0475,
1,-25.92,
2,-13.1294,
3,-3.7952,
4,-2.6308,
5,-2.3091,
6,-1.5439,
7,-0.49956,
8,-0.47289,
9,-0.31967,
10,-0.30448,
11,-0.15056,
12,-0.14454,
13,-0.13672,
14,-0.12156,
15,-0.12403,
16,-0.12301,
17,-0.12324,
18,-0.13069,
19,-0.15417,
20,-0.32552,
21,-0.38943,
22,-0.45017,
23,-0.48596,
24,-0.48393,
25,-0.48889,
26,-0.49197,
27,-0.49216,
28,-0.49328,
29,-0.49488,
30,-0.49566,
31,-0.49635,
32,-0.49637,
33,-0.49642,
34,-0.49628,
35,-0.49634,
36,-0.49644,
37,-0.49655,
38,-0.49662,
39,-0.49666,
40,-0.49668,
41,-0.49668,
42,-0.4967,
43,-0.49672,
44,-0.49676,
45,-0.49679,
46,-0.49681,
47,-0.49682,
48,-0.49681,
49,-0.49681,
50,-0.4968,
51,-0.4968,
52,-0.53154,
53,-0.53083,
54,-0.53036,
55,-0.53076,
56,-0.5308,
57,-0.53094,
58,-0.53113,
59,-0.5313,
60,-0.53138,
61,-0.53144,
62,-0.53146,
63,-0.53144,
64,-0.53144,
65,-0.53144,
66,-0.53144,
67,-0.53145,
68,-0.53145,
69,-0.53145,
70,-0.53145,
71,-0.53145,
72,-0.53145,
73,-0.53146,
74,-0.53146,
74,-0.53146,
