"iter","cost",
0,-11.09,
1,-23.3932,
2,-12.0545,
3,-3.9725,
4,-2.0905,
5,-1.6845,
6,-0.94083,
7,-0.47418,
8,-0.44122,
9,-0.31298,
10,-0.2558,
11,-0.24535,
12,-0.16566,
13,-0.12646,
14,-0.087644,
15,-0.078309,
16,-0.085841,
17,-0.08351,
18,-0.081417,
19,-0.081245,
20,-0.082052,
21,-0.089706,
22,-0.10189,
23,-0.12667,
24,-0.31249,
25,-0.39606,
26,-0.48023,
27,-0.48896,
28,-0.48243,
29,-0.48441,
30,-0.48557,
31,-0.48631,
32,-0.4872,
33,-0.48783,
34,-0.48841,
35,-0.4889,
36,-0.48913,
37,-0.48911,
38,-0.48903,
39,-0.48902,
40,-0.48903,
41,-0.48908,
42,-0.48908,
43,-0.48903,
44,-0.48896,
45,-0.4889,
46,-0.48886,
47,-0.48886,
48,-0.48886,
49,-0.48887,
50,-0.48886,
51,-0.48886,
52,-0.48885,
53,-0.48886,
54,-0.48886,
55,-0.48887,
56,-0.48887,
57,-0.48888,
58,-0.48888,
59,-0.48888,
60,-0.48888,
61,-0.48888,
62,-0.48888,
63,-0.52024,
64,-0.52229,
65,-0.52147,
66,-0.52183,
67,-0.52162,
68,-0.52173,
69,-0.52168,
70,-0.52178,
71,-0.52182,
72,-0.52189,
73,-0.52192,
74,-0.52194,
75,-0.52195,
76,-0.52195,
77,-0.52195,
78,-0.52195,
79,-0.52196,
80,-0.52196,
81,-0.52196,
82,-0.52196,
83,-0.52196,
84,-0.52196,
85,-0.52196,
86,-0.52196,
87,-0.52196,
88,-0.52196,
89,-0.52196,
90,-0.52196,
91,-0.52196,
92,-0.52196,
93,-0.52196,
94,-0.52197,
95,-0.52197,
96,-0.52197,
97,-0.52197,
98,-0.52197,
99,-0.52197,
100,-0.52197,
101,-0.52197,
102,-0.52197,
103,-0.52197,
104,-0.52197,
105,-0.52197,
106,-0.52197,
107,-0.52197,
108,-0.52197,
109,-0.52197,
110,-0.52197,
111,-0.52197,
111,-0.52197,
