"iter","cost",
0,-0.05311,
1,-9.3517,
2,-4.1526,
3,-1.0869,
4,-0.64385,
5,0.069917,
6,0.054224,
7,0.057582,
8,0.046155,
9,0.024618,
10,0.038856,
11,0.033353,
12,0.007111,
13,-0.044008,
14,-0.041912,
15,-0.11997,
16,-0.31576,
17,-0.29771,
18,-0.31268,
19,-0.31406,
20,-0.31252,
21,-0.31183,
22,-0.47991,
23,-0.49301,
24,-0.49636,
25,-0.49725,
26,-0.4971,
27,-0.49653,
28,-0.49648,
29,-0.49655,
30,-0.49668,
31,-0.49676,
32,-0.49681,
33,-0.4968,
34,-0.54031,
35,-0.54236,
36,-0.54119,
37,-0.54109,
38,-0.54107,
39,-0.54108,
40,-0.54108,
41,-0.55101,
42,-0.55048,
43,-0.55047,
44,-0.55047,
45,-0.55046,
46,-0.55046,
47,-0.55046,
47,-0.55046,
