"iter","cost",
0,-109.5895,
1,-105.2785,
2,-51.2087,
3,-28.2672,
4,-16.1827,
5,-12.9039,
6,-8.3601,
7,-6.9208,
8,-5.2147,
9,-3.8027,
10,-1.7027,
11,-1.6061,
12,-1.4372,
13,-1.1147,
14,-0.90898,
15,-0.75404,
16,-0.70223,
17,-0.69668,
18,-0.49606,
19,-0.48183,
20,-0.47646,
21,-0.47507,
22,-0.47572,
23,-0.47535,
24,-0.47534,
25,-0.4826,
26,-0.50477,
27,-0.66908,
28,-0.75511,
29,-0.81597,
30,-0.81204,
31,-0.81005,
32,-0.81273,
33,-0.81502,
34,-0.81653,
35,-0.81576,
36,-0.8154,
37,-0.81534,
38,-0.81534,
39,-0.81534,
40,-0.81533,
41,-0.81537,
42,-0.8154,
43,-0.8154,
44,-0.8154,
45,-0.8154,
45,-0.8154,
