"iter","cost",
0,-0.019645,
1,-0.27193,
2,-0.37179,
3,-0.49777,
4,-0.51676,
5,-0.52114,
6,-0.51055,
7,-0.52043,
8,-0.52198,
9,-0.51699,
10,-0.51584,
11,-0.51743,
12,-0.52005,
13,-0.51906,
14,-0.52234,
15,-0.52141,
16,-0.52253,
17,-0.52128,
18,-0.52092,
19,-0.52061,
20,-0.52057,
21,-0.52052,
22,-0.52052,
23,-0.52048,
24,-0.52198,
25,-0.52097,
26,-0.52187,
27,-0.5276,
28,-0.53667,
29,-0.52583,
30,-0.52654,
31,-0.5266,
32,-0.52627,
33,-0.52607,
34,-0.52603,
35,-0.52609,
36,-0.52635,
37,-0.52611,
38,-0.52617,
39,-0.52625,
40,-0.52632,
41,-0.52655,
42,-0.52722,
43,-0.53037,
44,-0.52879,
45,-0.52835,
46,-0.52835,
47,-0.52846,
48,-0.52852,
49,-0.52857,
50,-0.52855,
51,-0.52849,
52,-0.52847,
53,-0.52846,
54,-0.52846,
55,-0.52846,
56,-0.52846,
57,-0.52846,
58,-0.52846,
59,-0.52846,
60,-0.52846,
60,-0.52846,
