"iter","cost",
0,-26.8854,
1,-24.5492,
2,-11.7582,
3,-6.9341,
4,-4.7623,
5,-4.293,
6,-2.9681,
7,-2.4364,
8,-0.81266,
9,-0.76799,
10,-0.54212,
11,-0.51739,
12,-0.46039,
13,-0.46531,
14,-0.46522,
15,-0.46474,
16,-0.48,
17,-0.50163,
18,-0.54123,
19,-0.72206,
20,-0.69769,
21,-0.71312,
22,-0.70827,
23,-0.70821,
24,-0.70899,
25,-0.70852,
26,-0.70904,
27,-0.70912,
28,-0.70905,
29,-0.70902,
30,-0.70899,
31,-0.70898,
32,-0.70898,
33,-0.71974,
34,-0.71744,
35,-0.71723,
36,-0.7172,
37,-0.71719,
38,-0.7172,
39,-0.7172,
40,-0.7172,
41,-0.7172,
42,-0.7172,
43,-0.7172,
43,-0.7172,
