"iter","cost",
0,-22.6054,
1,-48.4908,
2,-29.2307,
3,-8.1383,
4,-3.3506,
5,-2.9375,
6,-1.4149,
7,-1.3708,
8,-1.1059,
9,-0.74735,
10,-0.54736,
11,-0.33648,
12,-0.1283,
13,-0.11643,
14,-0.11354,
15,-0.073406,
16,-0.060345,
17,-0.0627,
18,-0.063787,
19,-0.065359,
20,-0.064819,
21,-0.06474,
22,-0.064772,
23,-0.068698,
24,-0.074745,
25,-0.087036,
26,-0.19057,
27,-0.37833,
28,-0.37602,
29,-0.41444,
30,-0.42713,
31,-0.43266,
32,-0.43802,
33,-0.43675,
34,-0.4371,
35,-0.43747,
36,-0.43782,
37,-0.43808,
38,-0.43819,
39,-0.43819,
40,-0.43817,
41,-0.43816,
42,-0.43817,
43,-0.43821,
44,-0.43827,
45,-0.43834,
46,-0.43837,
47,-0.43834,
48,-0.4383,
49,-0.43829,
50,-0.43829,
51,-0.4383,
52,-0.4383,
53,-0.4383,
54,-0.4383,
54,-0.4383,
