"iter","cost",
0,-14.2757,
1,-13.8782,
2,-7.3388,
3,-3.3527,
4,-1.9985,
5,-1.7814,
6,-0.78906,
7,-0.77621,
8,-0.67242,
9,-0.41612,
10,-0.4029,
11,-0.39885,
12,-0.39592,
13,-0.44585,
14,-0.50754,
15,-0.50332,
16,-0.50122,
17,-0.58449,
18,-0.66569,
19,-0.65077,
20,-0.65031,
21,-0.65057,
22,-0.65075,
23,-0.70661,
24,-0.71524,
25,-0.71346,
26,-0.71322,
27,-0.71314,
28,-0.71313,
29,-0.71315,
30,-0.71316,
31,-0.72868,
32,-0.72781,
33,-0.72769,
34,-0.72762,
35,-0.72761,
36,-0.72762,
37,-0.73084,
38,-0.7306,
39,-0.73059,
40,-0.73059,
41,-0.73059,
41,-0.73059,
