"iter","cost",
0,-0.0067621,
1,-0.31878,
2,-0.54451,
3,-0.53903,
4,-0.53431,
5,-0.53918,
6,-0.53729,
7,-0.54416,
8,-0.54154,
9,-0.5407,
10,-0.54037,
11,-0.53989,
12,-0.54001,
13,-0.53977,
14,-0.53984,
15,-0.53985,
16,-0.53982,
17,-0.53978,
18,-0.53971,
19,-0.53971,
20,-0.53971,
21,-0.53973,
22,-0.53972,
23,-0.53973,
24,-0.53975,
25,-0.53977,
26,-0.53975,
27,-0.53975,
28,-0.53975,
29,-0.53975,
30,-0.53976,
31,-0.53975,
32,-0.53976,
33,-0.53975,
34,-0.53975,
35,-0.53976,
36,-0.53976,
37,-0.53975,
38,-0.53974,
39,-0.53974,
40,-0.53974,
41,-0.53974,
42,-0.53974,
43,-0.53974,
43,-0.53974,
