"iter","cost",
0,-5.4173,
1,-11.2233,
2,-5.1034,
3,-1.5772,
4,-1.3208,
5,-0.58111,
6,-0.3656,
7,-0.18432,
8,-0.156,
9,-0.14895,
10,-0.13582,
11,-0.1396,
12,-0.16666,
13,-0.21729,
14,-0.21439,
15,-0.21349,
16,-0.28811,
17,-0.45671,
18,-0.42324,
19,-0.42809,
20,-0.42949,
21,-0.42997,
22,-0.5453,
23,-0.55923,
24,-0.55593,
25,-0.55627,
26,-0.55592,
27,-0.55581,
28,-0.55584,
29,-0.58748,
30,-0.58558,
31,-0.58521,
32,-0.58515,
33,-0.58514,
34,-0.58515,
35,-0.58515,
36,-0.59155,
37,-0.5911,
38,-0.59107,
39,-0.59107,
40,-0.59106,
41,-0.59106,
42,-0.59107,
42,-0.59107,
