"iter","cost",
0,-5.6207,
1,-19.0446,
2,-12.2276,
3,-4.4675,
4,-1.4161,
5,-1.2644,
6,-0.47439,
7,-0.38695,
8,-0.31722,
9,-0.24545,
10,-0.12782,
11,-0.10011,
12,-0.08534,
13,-0.072575,
14,-0.078127,
15,-0.076624,
16,-0.097288,
17,-0.13822,
18,-0.13622,
19,-0.20362,
20,-0.41454,
21,-0.40558,
22,-0.42933,
23,-0.428,
24,-0.42657,
25,-0.42691,
26,-0.42811,
27,-0.68002,
28,-0.70202,
29,-0.71145,
30,-0.71455,
31,-0.71492,
32,-0.71427,
33,-0.7143,
34,-0.71429,
35,-0.78622,
36,-0.78439,
37,-0.78361,
38,-0.78337,
39,-0.78333,
40,-0.78334,
41,-0.78334,
41,-0.78334,
