"iter","cost",
0,1.7679,
1,-17.5816,
2,-10.6194,
3,-4.2067,
4,-1.4101,
5,-1.1753,
6,-0.29241,
7,-0.28224,
8,-0.24037,
9,-0.059213,
10,-0.031799,
11,-0.045722,
12,-0.034376,
13,-0.023,
14,-0.0256,
15,-0.02823,
16,-0.023995,
17,-0.026037,
18,-0.026099,
19,-0.035665,
20,-0.051509,
21,-0.083366,
22,-0.33036,
23,-0.41238,
24,-0.56893,
25,-0.59404,
26,-0.59677,
27,-0.59298,
28,-0.59135,
29,-0.59142,
30,-0.592,
31,-0.59274,
32,-0.59357,
33,-0.59413,
34,-0.59402,
35,-0.59384,
36,-0.5938,
37,-0.59389,
38,-0.59409,
39,-0.59419,
40,-0.59417,
41,-0.59412,
42,-0.5941,
43,-0.59409,
44,-0.5941,
45,-0.5941,
46,-0.59411,
47,-0.59411,
48,-0.6303,
49,-0.62964,
50,-0.62941,
51,-0.62928,
52,-0.62924,
53,-0.62925,
54,-0.62925,
55,-0.62925,
55,-0.62925,
