"iter","cost",
0,-1.0252,
1,-2.7037,
2,-1.512,
3,-0.35306,
4,-0.3255,
5,-0.087259,
6,-0.06039,
7,-0.063237,
8,-0.056907,
9,-0.05556,
10,-0.11276,
11,-0.22834,
12,-0.20361,
13,-0.32708,
14,-0.40779,
15,-0.40042,
16,-0.40322,
17,-0.40423,
18,-0.40274,
19,-0.4028,
20,-0.40303,
21,-0.46181,
22,-0.47098,
23,-0.46843,
24,-0.46816,
25,-0.46831,
26,-0.46837,
27,-0.46857,
28,-0.46857,
29,-0.46877,
30,-0.46883,
31,-0.4689,
32,-0.46892,
33,-0.46892,
34,-0.46893,
35,-0.46897,
36,-0.46902,
37,-0.46908,
38,-0.46912,
39,-0.46915,
40,-0.46916,
41,-0.48313,
42,-0.48473,
43,-0.48487,
44,-0.48487,
45,-0.48485,
46,-0.48526,
47,-0.4851,
48,-0.48496,
49,-0.48497,
50,-0.48498,
51,-0.48498,
52,-0.48821,
53,-0.48808,
54,-0.48805,
55,-0.48805,
56,-0.48805,
56,-0.48805,
