"iter","cost",
0,-0.029173,
1,-0.37706,
2,-0.57257,
3,-0.5625,
4,-0.54345,
5,-0.54314,
6,-0.54352,
7,-0.54456,
8,-0.54504,
9,-0.54462,
10,-0.54467,
11,-0.54418,
12,-0.54409,
13,-0.54406,
14,-0.54404,
15,-0.54414,
16,-0.54429,
17,-0.54426,
18,-0.54418,
19,-0.54413,
20,-0.54413,
21,-0.54412,
22,-0.54417,
23,-0.54424,
24,-0.54432,
25,-0.54412,
26,-0.54415,
27,-0.54419,
28,-0.54422,
29,-0.54424,
30,-0.54427,
31,-0.5443,
32,-0.54432,
33,-0.54434,
34,-0.54436,
35,-0.54437,
36,-0.54437,
37,-0.54438,
38,-0.54438,
39,-0.54438,
40,-0.54438,
41,-0.54438,
42,-0.54439,
43,-0.54439,
44,-0.54439,
45,-0.54439,
46,-0.54439,
47,-0.54439,
47,-0.54439,
