"iter","cost",
0,-4.2945,
1,-8.0829,
2,-4.3359,
3,-1.7044,
4,-1.3921,
5,-0.5664,
6,-0.49149,
7,-0.19817,
8,-0.18809,
9,-0.16403,
10,-0.14369,
11,-0.15148,
12,-0.17611,
13,-0.21825,
14,-0.21719,
15,-0.27751,
16,-0.41149,
17,-0.3858,
18,-0.38833,
19,-0.39023,
20,-0.3898,
21,-0.38934,
22,-0.48538,
23,-0.52495,
24,-0.52073,
25,-0.52119,
26,-0.52086,
27,-0.52067,
28,-0.52071,
29,-0.52077,
30,-0.5208,
31,-0.55809,
32,-0.5563,
33,-0.55593,
34,-0.55591,
35,-0.55592,
36,-0.55591,
37,-0.55592,
38,-0.55592,
39,-0.55592,
40,-0.55592,
41,-0.55592,
42,-0.56376,
43,-0.56332,
44,-0.56329,
45,-0.56331,
46,-0.5633,
47,-0.5633,
48,-0.5633,
49,-0.5633,
50,-0.5633,
50,-0.5633,
