"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,0.50252,0.14788,-0.14274,0.89889,
1,1.0314,2.0678e-05,2.4152e-06,-0.79757,0.27715,
2,1.0575,2.0678e-05,2.4152e-06,-0.79757,0.27715,
3,1.0821,2.0678e-05,2.4152e-06,-0.79757,0.27715,
4,1.1075,2.0678e-05,2.4152e-06,-0.79757,0.27715,
5,1.1321,2.0678e-05,2.4152e-06,-0.79757,0.27715,
6,1.1563,2.0678e-05,2.4152e-06,-0.79757,0.27715,
7,1.1811,2.0678e-05,2.4152e-06,-0.79757,0.27715,
8,1.2055,2.0678e-05,2.4152e-06,-0.79757,0.27715,
9,1.2307,2.0678e-05,2.4152e-06,-0.79757,0.27715,
10,1.2566,2.0678e-05,2.4152e-06,-0.79757,0.27715,
11,1.2854,2.0678e-05,2.4152e-06,-0.79757,0.27715,
12,1.3117,2.0678e-05,2.4152e-06,-0.79757,0.27715,
13,1.3366,2.0678e-05,2.4152e-06,-0.79757,0.27715,
14,1.361,2.0678e-05,2.4152e-06,-0.79757,0.27715,
15,1.3851,2.0678e-05,2.4152e-06,-0.79757,0.27715,
16,1.4102,2.0678e-05,2.4152e-06,-0.79757,0.27715,
17,1.435,2.0678e-05,2.4152e-06,-0.79757,0.27715,
18,1.4598,2.0678e-05,2.4152e-06,-0.79757,0.27715,
19,1.4838,2.0678e-05,2.4152e-06,-0.79757,0.27715,
20,1.5086,2.0678e-05,2.4152e-06,-0.79757,0.27715,
21,1.5339,2.0678e-05,2.4152e-06,-0.79757,0.27715,
22,1.5607,2.0678e-05,2.4152e-06,-0.79757,0.27715,
23,1.5868,2.0678e-05,2.4152e-06,-0.79757,0.27715,
24,1.612,2.0678e-05,2.4152e-06,-0.79757,0.27715,
25,1.6406,2.0678e-05,2.4152e-06,-0.79757,0.27715,
26,1.6692,2.0678e-05,2.4152e-06,-0.79757,0.27715,
27,1.7003,2.0678e-05,2.4152e-06,-0.79757,0.27715,
28,1.7329,2.0678e-05,2.4152e-06,-0.79757,0.27715,
29,1.7675,2.0678e-05,2.4152e-06,-0.79757,0.27715,
30,1.8018,2.0678e-05,2.4152e-06,-0.79757,0.27715,
