"iter","cost",
0,-0.036676,
1,-0.35442,
2,-0.50842,
3,-0.54635,
4,-0.4989,
5,-0.49558,
6,-0.49166,
7,-0.49993,
8,-0.49768,
9,-0.49811,
10,-0.49723,
11,-0.49695,
12,-0.4967,
13,-0.49693,
14,-0.49699,
15,-0.49713,
16,-0.49713,
17,-0.49744,
18,-0.49769,
19,-0.49703,
20,-0.49712,
21,-0.49719,
22,-0.49723,
23,-0.49728,
24,-0.49734,
25,-0.49741,
26,-0.4976,
27,-0.49774,
28,-0.49785,
29,-0.49829,
30,-0.49832,
31,-0.49837,
32,-0.49898,
33,-0.49919,
34,-0.49886,
35,-0.49905,
36,-0.49905,
37,-0.49941,
38,-0.4993,
39,-0.49939,
40,-0.49916,
41,-0.49919,
42,-0.4993,
43,-0.49947,
44,-0.49946,
45,-0.4994,
46,-0.4994,
47,-0.4994,
48,-0.4994,
49,-0.4994,
49,-0.4994,
