"iter","cost",
0,-12.5807,
1,-29.2611,
2,-16.6038,
3,-3.5015,
4,-2.416,
5,-1.7532,
6,-0.97911,
7,-0.91481,
8,-0.58663,
9,-0.47236,
10,-0.3232,
11,-0.1092,
12,-0.086863,
13,-0.074168,
14,-0.073405,
15,-0.073382,
16,-0.072433,
17,-0.072725,
18,-0.072819,
19,-0.072696,
20,-0.083091,
21,-0.099416,
22,-0.13224,
23,-0.38907,
24,-0.41435,
25,-0.49641,
26,-0.53913,
27,-0.55235,
28,-0.54858,
29,-0.55,
30,-0.54918,
31,-0.54997,
32,-0.55167,
33,-0.5527,
34,-0.55353,
35,-0.55376,
36,-0.55381,
37,-0.55375,
38,-0.55375,
39,-0.55376,
40,-0.55378,
41,-0.5538,
42,-0.55381,
43,-0.55382,
44,-0.55382,
45,-0.55383,
46,-0.55383,
47,-0.55383,
48,-0.55383,
49,-0.55384,
50,-0.58462,
51,-0.58598,
52,-0.58525,
53,-0.58518,
54,-0.58518,
55,-0.58518,
56,-0.58519,
57,-0.58519,
58,-0.58519,
59,-0.58519,
60,-0.58519,
61,-0.58519,
61,-0.58519,
