"iter","cost",
0,-16.1044,
1,-15.1671,
2,-8.0532,
3,-4.1157,
4,-3.1713,
5,-1.416,
6,-1.3679,
7,-0.83956,
8,-0.67689,
9,-0.51687,
10,-0.49281,
11,-0.49059,
12,-0.53317,
13,-0.58562,
14,-0.58132,
15,-0.57602,
16,-0.64982,
17,-0.70406,
18,-0.70323,
19,-0.70217,
20,-0.70154,
21,-0.75113,
22,-0.75369,
23,-0.75232,
24,-0.75188,
25,-0.75178,
26,-0.75178,
27,-0.75183,
28,-0.75185,
29,-0.75186,
30,-0.76362,
31,-0.76251,
32,-0.7623,
33,-0.76227,
34,-0.76226,
35,-0.76226,
36,-0.76227,
37,-0.76448,
38,-0.76422,
39,-0.76421,
40,-0.7642,
41,-0.7642,
42,-0.7642,
42,-0.7642,
