"iter","cost",
0,-12.9276,
1,-10.9532,
2,-5.9677,
3,-2.3996,
4,-1.6853,
5,-1.5442,
6,-0.90355,
7,-0.5023,
8,-0.4445,
9,-0.30094,
10,-0.27607,
11,-0.20673,
12,-0.17973,
13,-0.18554,
14,-0.18149,
15,-0.18105,
16,-0.18133,
17,-0.19793,
18,-0.22351,
19,-0.27233,
20,-0.51824,
21,-0.48869,
22,-0.54119,
23,-0.55991,
24,-0.55204,
25,-0.55272,
26,-0.55457,
27,-0.55339,
28,-0.55399,
29,-0.55407,
30,-0.55446,
31,-0.5547,
32,-0.55489,
33,-0.555,
34,-0.55498,
35,-0.55491,
36,-0.55489,
37,-0.55489,
38,-0.55491,
39,-0.55493,
40,-0.55494,
41,-0.55495,
42,-0.55494,
43,-0.55494,
44,-0.55494,
45,-0.57202,
46,-0.56942,
47,-0.56933,
48,-0.56938,
49,-0.56939,
50,-0.56941,
51,-0.56945,
52,-0.56946,
53,-0.56945,
54,-0.56945,
55,-0.56946,
56,-0.56946,
57,-0.56946,
58,-0.56946,
59,-0.56946,
60,-0.56946,
61,-0.56946,
62,-0.56946,
62,-0.56946,
