"iter","cost",
0,1.614,
1,-44.3562,
2,-29.2111,
3,-7.8445,
4,-3.7296,
5,-3.1819,
6,-2.064,
7,-1.7403,
8,-1.172,
9,-0.82947,
10,-0.5664,
11,-0.14258,
12,-0.12242,
13,-0.11355,
14,-0.054824,
15,-0.057062,
16,-0.057576,
17,-0.051846,
18,-0.053494,
19,-0.052471,
20,-0.052591,
21,-0.052718,
22,-0.057479,
23,-0.064957,
24,-0.080254,
25,-0.21256,
26,-0.29272,
27,-0.43787,
28,-0.52358,
29,-0.5217,
30,-0.54027,
31,-0.54621,
32,-0.54752,
33,-0.5505,
34,-0.55293,
35,-0.55492,
36,-0.55677,
37,-0.55841,
38,-0.55913,
39,-0.55939,
40,-0.55969,
41,-0.55992,
42,-0.55998,
43,-0.56,
44,-0.56002,
45,-0.56,
46,-0.55999,
47,-0.55999,
48,-0.55999,
49,-0.56001,
50,-0.56003,
51,-0.56003,
52,-0.56001,
53,-0.56001,
54,-0.56001,
54,-0.56001,
