"iter","cost",
0,-2.355,
1,-35.8599,
2,-23.3498,
3,-7.2282,
4,-2.0812,
5,-1.8101,
6,-0.52242,
7,-0.50419,
8,-0.42678,
9,-0.40198,
10,-0.28795,
11,-0.19298,
12,-0.17034,
13,-0.095978,
14,-0.08099,
15,-0.078875,
16,-0.060573,
17,-0.053565,
18,-0.041381,
19,-0.031358,
20,-0.032288,
21,-0.031788,
22,-0.031814,
23,-0.031769,
24,-0.035607,
25,-0.047696,
26,-0.14863,
27,-0.36851,
28,-0.33365,
29,-0.38999,
30,-0.47323,
31,-0.46142,
32,-0.46797,
33,-0.4686,
34,-0.47026,
35,-0.47126,
36,-0.47186,
37,-0.47263,
38,-0.47275,
39,-0.47262,
40,-0.47249,
41,-0.47246,
42,-0.47253,
43,-0.47268,
44,-0.47287,
45,-0.47301,
46,-0.47307,
47,-0.47309,
48,-0.47309,
49,-0.47308,
50,-0.4731,
51,-0.47313,
52,-0.47315,
53,-0.47315,
54,-0.47314,
55,-0.47313,
56,-0.47313,
56,-0.47313,
