"iter","cost",
0,0.0088848,
1,-0.27096,
2,-0.48622,
3,-0.50388,
4,-0.49067,
5,-0.50018,
6,-0.49711,
7,-0.5048,
8,-0.50397,
9,-0.50766,
10,-0.50724,
11,-0.5075,
12,-0.50736,
13,-0.50731,
14,-0.50723,
15,-0.50719,
16,-0.50707,
17,-0.50713,
18,-0.50725,
19,-0.50735,
20,-0.50761,
21,-0.5075,
22,-0.50747,
23,-0.50737,
24,-0.50735,
25,-0.50735,
26,-0.50736,
27,-0.50735,
28,-0.50736,
29,-0.50736,
30,-0.50737,
31,-0.50737,
32,-0.50736,
33,-0.50737,
34,-0.50737,
35,-0.50736,
36,-0.50736,
37,-0.50736,
38,-0.50736,
39,-0.50736,
40,-0.50736,
41,-0.50736,
42,-0.50736,
43,-0.50736,
44,-0.50736,
45,-0.50736,
46,-0.50736,
47,-0.50736,
48,-0.50736,
49,-0.50736,
50,-0.50736,
51,-0.50736,
51,-0.50736,
