"iter","cost",
0,-8.361,
1,-6.8568,
2,-3.1167,
3,-2.3017,
4,-1.7155,
5,-0.7328,
6,-0.57059,
7,-0.49434,
8,-0.28689,
9,-0.27615,
10,-0.27204,
11,-0.31361,
12,-0.37054,
13,-0.36591,
14,-0.44343,
15,-0.52625,
16,-0.51499,
17,-0.51629,
18,-0.51618,
19,-0.57508,
20,-0.58825,
21,-0.58526,
22,-0.58609,
23,-0.58614,
24,-0.58604,
25,-0.58615,
26,-0.5863,
27,-0.58635,
28,-0.60816,
29,-0.60622,
30,-0.60512,
31,-0.60509,
32,-0.60511,
33,-0.6051,
34,-0.60511,
35,-0.60511,
36,-0.60511,
37,-0.60511,
38,-0.60511,
39,-0.61008,
40,-0.60911,
41,-0.60908,
42,-0.60907,
43,-0.60907,
44,-0.60907,
45,-0.60907,
45,-0.60907,
