"iter","cost",
0,-19.7027,
1,-20.8156,
2,-11.1532,
3,-3.2145,
4,-2.5876,
5,-1.2479,
6,-1.0993,
7,-0.74492,
8,-0.61112,
9,-0.28242,
10,-0.26411,
11,-0.24142,
12,-0.20952,
13,-0.2085,
14,-0.2092,
15,-0.20823,
16,-0.22642,
17,-0.25522,
18,-0.25451,
19,-0.29963,
20,-0.42054,
21,-0.39988,
22,-0.40197,
23,-0.40474,
24,-0.40502,
25,-0.40442,
26,-0.40411,
27,-0.49611,
28,-0.55802,
29,-0.5532,
30,-0.55402,
31,-0.55359,
32,-0.5534,
33,-0.5536,
34,-0.5538,
35,-0.55386,
36,-0.55384,
37,-0.60284,
38,-0.60424,
39,-0.60208,
40,-0.60206,
41,-0.60208,
42,-0.60212,
43,-0.60218,
44,-0.60226,
45,-0.60233,
46,-0.60236,
47,-0.60237,
48,-0.60237,
49,-0.60236,
50,-0.61524,
51,-0.61355,
52,-0.61326,
53,-0.61324,
54,-0.61324,
55,-0.61324,
56,-0.61324,
57,-0.61324,
58,-0.61324,
59,-0.61324,
60,-0.61324,
60,-0.61324,
