"iter","cost",
0,-4.1518,
1,-8.9534,
2,-3.8114,
3,-1.7981,
4,-1.1876,
5,-0.38921,
6,-0.33568,
7,-0.13811,
8,-0.12428,
9,-0.11919,
10,-0.095425,
11,-0.10414,
12,-0.13043,
13,-0.1821,
14,-0.18084,
15,-0.25453,
16,-0.43337,
17,-0.3931,
18,-0.39506,
19,-0.39686,
20,-0.39696,
21,-0.39648,
22,-0.39648,
23,-0.50547,
24,-0.53231,
25,-0.53128,
26,-0.53292,
27,-0.53242,
28,-0.53211,
29,-0.5321,
30,-0.53223,
31,-0.56812,
32,-0.56956,
33,-0.56687,
34,-0.56679,
35,-0.5668,
36,-0.56681,
37,-0.56682,
38,-0.56682,
39,-0.56682,
40,-0.57548,
41,-0.57409,
42,-0.57399,
43,-0.57398,
44,-0.57397,
45,-0.57397,
46,-0.57397,
47,-0.57397,
47,-0.57397,
