"iter","cost",
0,-8.052,
1,-12.352,
2,-7.5758,
3,-2.4258,
4,-1.8508,
5,-0.93808,
6,-0.83849,
7,-0.56834,
8,-0.38968,
9,-0.29217,
10,-0.22042,
11,-0.15977,
12,-0.14052,
13,-0.14613,
14,-0.14501,
15,-0.15983,
16,-0.18387,
17,-0.22966,
18,-0.50677,
19,-0.47917,
20,-0.55033,
21,-0.5755,
22,-0.55794,
23,-0.55768,
24,-0.55765,
25,-0.55769,
26,-0.55805,
27,-0.55795,
28,-0.55799,
29,-0.55797,
30,-0.55796,
31,-0.55794,
32,-0.55793,
33,-0.55793,
34,-0.55794,
35,-0.55794,
36,-0.55794,
37,-0.55794,
38,-0.55793,
39,-0.57557,
40,-0.57405,
41,-0.57398,
42,-0.57397,
43,-0.57396,
44,-0.57398,
45,-0.574,
46,-0.57401,
47,-0.57402,
48,-0.57403,
49,-0.57403,
50,-0.57403,
51,-0.57403,
52,-0.57403,
53,-0.57403,
53,-0.57403,
