"iter","cost",
0,-0.011342,
1,-0.29459,
2,-0.48967,
3,-0.51674,
4,-0.52547,
5,-0.52225,
6,-0.52092,
7,-0.51898,
8,-0.51934,
9,-0.51997,
10,-0.51977,
11,-0.52039,
12,-0.52092,
13,-0.52043,
14,-0.52052,
15,-0.52053,
16,-0.52063,
17,-0.52078,
18,-0.52112,
19,-0.52154,
20,-0.52146,
21,-0.52189,
22,-0.52148,
23,-0.52162,
24,-0.5216,
25,-0.52159,
26,-0.5215,
27,-0.5215,
28,-0.52152,
29,-0.52155,
30,-0.52158,
31,-0.52153,
32,-0.52151,
33,-0.52152,
34,-0.52152,
35,-0.52152,
36,-0.52152,
37,-0.52151,
38,-0.52151,
39,-0.52151,
40,-0.52151,
41,-0.5215,
42,-0.5215,
43,-0.5215,
44,-0.5215,
45,-0.5215,
46,-0.5215,
47,-0.5215,
48,-0.5215,
48,-0.5215,
