"iter","cost",
0,1.2752,
1,-7.046,
2,-3.8541,
3,-0.99153,
4,-1.0225,
5,-0.77813,
6,-0.13696,
7,-0.13128,
8,-0.048629,
9,-0.048067,
10,-0.045058,
11,-0.040951,
12,-0.042379,
13,-0.071607,
14,-0.12127,
15,-0.11846,
16,-0.19462,
17,-0.33875,
18,-0.32842,
19,-0.3353,
20,-0.33583,
21,-0.33551,
22,-0.3353,
23,-0.33538,
24,-0.45847,
25,-0.49251,
26,-0.48881,
27,-0.48978,
28,-0.48931,
29,-0.4891,
30,-0.48909,
31,-0.48921,
32,-0.48932,
33,-0.48941,
34,-0.48943,
35,-0.48941,
36,-0.48938,
37,-0.48936,
38,-0.52993,
39,-0.5299,
40,-0.52934,
41,-0.52932,
42,-0.5293,
43,-0.52928,
44,-0.52928,
45,-0.52927,
46,-0.52928,
47,-0.52928,
48,-0.52928,
49,-0.53808,
50,-0.53778,
51,-0.53776,
52,-0.53776,
53,-0.53775,
54,-0.53775,
55,-0.53775,
56,-0.53775,
56,-0.53775,
