"iter","cost",
0,-0.023591,
1,-0.35647,
2,-0.52637,
3,-0.5566,
4,-0.55538,
5,-0.56656,
6,-0.54914,
7,-0.56483,
8,-0.5761,
9,-0.5715,
10,-0.56617,
11,-0.56498,
12,-0.56458,
13,-0.56429,
14,-0.56419,
15,-0.56409,
16,-0.56414,
17,-0.56426,
18,-0.56415,
19,-0.56419,
20,-0.56425,
21,-0.56429,
22,-0.56433,
23,-0.56437,
24,-0.5644,
25,-0.56459,
26,-0.5649,
27,-0.56552,
28,-0.56656,
29,-0.5673,
30,-0.56768,
31,-0.56726,
32,-0.56708,
33,-0.56704,
34,-0.56703,
35,-0.56702,
36,-0.56701,
37,-0.56701,
38,-0.56701,
39,-0.56701,
39,-0.56701,
