"iter","cost",
0,0.0071891,
1,-0.24853,
2,-0.45021,
3,-0.49169,
4,-0.49524,
5,-0.49859,
6,-0.49359,
7,-0.49988,
8,-0.49578,
9,-0.49649,
10,-0.49834,
11,-0.4993,
12,-0.49906,
13,-0.50017,
14,-0.50132,
15,-0.50194,
16,-0.50239,
17,-0.50203,
18,-0.5021,
19,-0.50132,
20,-0.50136,
21,-0.50146,
22,-0.50166,
23,-0.50184,
24,-0.50212,
25,-0.50162,
26,-0.50214,
27,-0.50222,
28,-0.50221,
29,-0.50213,
30,-0.50207,
31,-0.50204,
32,-0.50204,
33,-0.50203,
34,-0.50203,
35,-0.50203,
36,-0.50203,
37,-0.50203,
38,-0.50203,
39,-0.50203,
40,-0.50203,
41,-0.50203,
42,-0.50203,
42,-0.50203,
