"iter","cost",
0,-8.8302,
1,-22.8597,
2,-15.2595,
3,-6.7774,
4,-2.3658,
5,-1.7763,
6,-0.98623,
7,-0.53595,
8,-0.47036,
9,-0.29839,
10,-0.22329,
11,-0.23429,
12,-0.1349,
13,-0.11556,
14,-0.10514,
15,-0.072186,
16,-0.067802,
17,-0.068163,
18,-0.068569,
19,-0.06838,
20,-0.07883,
21,-0.11464,
22,-0.45474,
23,-0.50666,
24,-0.69623,
25,-0.75745,
26,-0.76306,
27,-0.7611,
28,-0.78209,
29,-0.78171,
30,-0.78621,
31,-0.78729,
32,-0.78682,
33,-0.78731,
34,-0.78804,
35,-0.78893,
36,-0.7897,
37,-0.78955,
38,-0.78942,
39,-0.78942,
40,-0.78943,
41,-0.78943,
42,-0.78941,
43,-0.7894,
44,-0.78939,
45,-0.8246,
46,-0.82467,
47,-0.82456,
48,-0.82434,
49,-0.82431,
50,-0.82432,
51,-0.82432,
51,-0.82432,
