"iter","cost",
0,-0.021665,
1,-0.3276,
2,-0.51866,
3,-0.54838,
4,-0.54166,
5,-0.53478,
6,-0.53869,
7,-0.53813,
8,-0.53878,
9,-0.54011,
10,-0.54,
11,-0.54166,
12,-0.54102,
13,-0.54191,
14,-0.54159,
15,-0.54196,
16,-0.54134,
17,-0.54139,
18,-0.54121,
19,-0.54125,
20,-0.54131,
21,-0.54135,
22,-0.54135,
23,-0.54132,
24,-0.54128,
25,-0.54127,
26,-0.54128,
27,-0.54127,
28,-0.54126,
29,-0.54126,
30,-0.54126,
31,-0.54126,
32,-0.54126,
33,-0.54126,
34,-0.54126,
35,-0.54126,
36,-0.54126,
37,-0.54126,
38,-0.54126,
39,-0.54126,
40,-0.54127,
41,-0.54127,
42,-0.54128,
43,-0.5413,
44,-0.54132,
45,-0.54134,
46,-0.54136,
47,-0.54138,
48,-0.5414,
49,-0.54141,
50,-0.54142,
51,-0.54143,
52,-0.54144,
53,-0.54144,
54,-0.54145,
55,-0.54145,
56,-0.54145,
57,-0.54145,
58,-0.54146,
59,-0.54146,
60,-0.54146,
61,-0.54146,
62,-0.54146,
62,-0.54146,
