"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,0.0038325,12.2192,5.1351e-05,NaN,NaN,NaN,NaN,1,0.97274,0.20389,0.034416,
1,-0.20633,1.655,0.85463,1,0,0.844,1,1,0.62511,0,0,
2,-0.4873,0.36291,1.673,1,0,0.64532,1,1,0.5249,0,0,
3,-0.58738,0.12229,2.5239,1,0,0.46112,1,1,0.45388,0,0,
4,-0.59529,0.02826,3.3468,1,0,0.13213,1,1,0.462,0,0,
5,-0.59603,0.009008,4.1683,1,0,0.042972,1,1,0.46626,0,0,
6,-0.59613,0.0034832,4.9868,1,0,0.016655,1,1,0.46767,0,0,
7,-0.59615,0.0014851,5.8367,1,0,0.0071033,1,1,0.46818,0,0,
8,-0.59615,0.00066756,6.6402,1,0,0.003193,1,1,0.46839,0,0,
9,-0.59616,0.00030914,7.445,1,0,0.0014787,1,1,0.46847,0,0,
10,-0.59616,0.00014559,8.2563,1,0,0.00069637,1,1,0.46851,0,0,
11,-0.59616,6.9364e-05,9.0751,1,0,0.00033177,1,1,0.46853,0,0,
