"iter","cost",
0,-2.7754,
1,-6.8003,
2,-3.3622,
3,-1.0952,
4,-0.78105,
5,-0.65233,
6,-0.23694,
7,-0.21143,
8,-0.14375,
9,-0.14363,
10,-0.13936,
11,-0.18115,
12,-0.24997,
13,-0.35658,
14,-0.53933,
15,-0.53724,
16,-0.5587,
17,-0.56842,
18,-0.57426,
19,-0.56735,
20,-0.56488,
21,-0.56478,
22,-0.56473,
23,-0.56476,
24,-0.56472,
25,-0.56476,
26,-0.56478,
27,-0.56477,
28,-0.56476,
29,-0.56475,
30,-0.56474,
31,-0.56475,
32,-0.56475,
33,-0.57145,
34,-0.57109,
35,-0.57106,
36,-0.57104,
37,-0.57104,
38,-0.57104,
39,-0.57104,
39,-0.57104,
