"iter","cost",
0,-0.011274,
1,-0.27886,
2,-0.45213,
3,-0.44866,
4,-0.44891,
5,-0.54472,
6,-0.48512,
7,-0.48669,
8,-0.48615,
9,-0.48465,
10,-0.48538,
11,-0.48565,
12,-0.4869,
13,-0.48609,
14,-0.48616,
15,-0.486,
16,-0.48585,
17,-0.48577,
18,-0.48576,
19,-0.48583,
20,-0.48597,
21,-0.48629,
22,-0.48589,
23,-0.48603,
24,-0.48612,
25,-0.48626,
26,-0.48639,
27,-0.48644,
28,-0.48687,
29,-0.48652,
30,-0.48667,
31,-0.48649,
32,-0.48649,
33,-0.48647,
34,-0.48647,
35,-0.48647,
36,-0.48647,
37,-0.48647,
38,-0.48647,
39,-0.48647,
40,-0.48647,
41,-0.48647,
41,-0.48647,
