"iter","cost",
0,-13.9358,
1,-12.3459,
2,-5.79,
3,-2.5768,
4,-1.9809,
5,-1.6977,
6,-0.66665,
7,-0.56242,
8,-0.37072,
9,-0.30835,
10,-0.31035,
11,-0.30871,
12,-0.29927,
13,-0.29684,
14,-0.29778,
15,-0.32612,
16,-0.3692,
17,-0.36692,
18,-0.43064,
19,-0.54169,
20,-0.52044,
21,-0.52209,
22,-0.52381,
23,-0.52418,
24,-0.52363,
25,-0.60009,
26,-0.624,
27,-0.62116,
28,-0.62124,
29,-0.62095,
30,-0.62087,
31,-0.62103,
32,-0.62121,
33,-0.62131,
34,-0.62129,
35,-0.64888,
36,-0.64948,
37,-0.64725,
38,-0.64711,
39,-0.6471,
40,-0.64712,
41,-0.64713,
42,-0.64713,
43,-0.64713,
44,-0.64713,
45,-0.64713,
46,-0.64713,
47,-0.65337,
48,-0.65239,
49,-0.65235,
50,-0.65234,
51,-0.65234,
52,-0.65234,
53,-0.65234,
53,-0.65234,
