"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,0.26648,0.04441,-0.026085,1.0486,
1,0.022634,0,0,-0.56499,0.66123,
2,0.037709,0,0,-0.57576,0.6454,
3,0.058628,0,0,-0.60304,0.60318,
4,0.090384,0,0,-0.6521,0.51531,
5,0.14229,0,0,-0.69894,0.40841,
6,0.21058,0,0,-0.72789,0.32321,
7,0.27798,0,0,-0.7434,0.26602,
8,0.37993,0,0,-0.75175,0.23104,
9,0.46281,0,0,-0.75649,0.21119,
10,0.5453,0,0,-0.75935,0.19978,
11,0.62885,0,0,-0.76116,0.19276,
12,0.70724,0,0,-0.76234,0.18817,
13,0.83521,0,0,-0.76311,0.18521,
14,0.92437,0,0,-0.76362,0.18298,
15,0.97719,0,0,-0.76395,0.18091,
16,1.0227,0,0,-0.76418,0.17956,
17,1.1161,0,0,-0.76434,0.18001,
18,1.143,0,0,-0.76444,0.17932,
19,1.1733,0,0,-0.7645,0.17889,
20,1.1982,0,0,-0.76454,0.17861,
21,1.2165,0,0,-0.76457,0.17841,
22,1.2349,0,0,-0.76459,0.17827,
23,1.2594,0,0,-0.7646,0.17819,
24,1.2834,0,0,-0.76461,0.17814,
25,1.2998,0,0,-0.76461,0.17808,
26,1.3186,0,0,-0.76462,0.17806,
27,1.3516,0,0,-0.76462,0.17803,
28,1.3701,0,0,-0.76462,0.17802,
29,1.3856,0,0,-0.76462,0.17801,
30,1.4012,0,0,-0.76462,0.178,
