"iter","cost",
0,-28.7132,
1,-48.4722,
2,-29.075,
3,-10.5478,
4,-6.4173,
5,-4.8706,
6,-2.9564,
7,-2.7888,
8,-1.4575,
9,-1.2808,
10,-0.88158,
11,-0.50389,
12,-0.45626,
13,-0.3522,
14,-0.31391,
15,-0.24453,
16,-0.24317,
17,-0.24118,
18,-0.23985,
19,-0.24009,
20,-0.23998,
21,-0.25436,
22,-0.27687,
23,-0.32203,
24,-0.68617,
25,-0.68887,
26,-0.78536,
27,-0.76262,
28,-0.77296,
29,-0.77392,
30,-0.77158,
31,-0.77145,
32,-0.77164,
33,-0.77206,
34,-0.77223,
35,-0.77228,
36,-0.77245,
37,-0.77259,
38,-0.77257,
39,-0.77255,
40,-0.77255,
41,-0.77255,
41,-0.77255,
