"iter","cost",
0,2.3802,
1,-27.9768,
2,-19.9949,
3,-5.8237,
4,-1.8458,
5,-1.6784,
6,-0.74632,
7,-0.1572,
8,-0.14646,
9,-0.089234,
10,-0.069418,
11,-0.10096,
12,-0.03446,
13,-0.026953,
14,-0.013525,
15,0.003979,
16,-0.00017727,
17,-0.00083998,
18,-0.0016426,
19,-0.0021306,
20,-0.002839,
21,-0.0024993,
22,-0.0024861,
23,-0.0024934,
24,-0.0065294,
25,-0.019298,
26,-0.129,
27,-0.33466,
28,-0.34947,
29,-0.39881,
30,-0.40112,
31,-0.40873,
32,-0.41126,
33,-0.41195,
34,-0.41288,
35,-0.41371,
36,-0.41444,
37,-0.41523,
38,-0.41607,
39,-0.41657,
40,-0.41681,
41,-0.41699,
42,-0.41722,
43,-0.41746,
44,-0.41766,
45,-0.41774,
46,-0.41775,
47,-0.4177,
48,-0.41767,
49,-0.41768,
50,-0.41775,
51,-0.41784,
52,-0.41792,
53,-0.41794,
54,-0.41793,
55,-0.4179,
56,-0.41788,
57,-0.41788,
58,-0.41789,
59,-0.4179,
60,-0.4179,
60,-0.4179,
