"iter","cost",
0,-8.9168,
1,-24.2081,
2,-14.6799,
3,-5.1068,
4,-3.0767,
5,-1.2485,
6,-1.0638,
7,-0.72433,
8,-0.30249,
9,-0.27396,
10,-0.1158,
11,-0.11439,
12,-0.10736,
13,-0.069102,
14,-0.065795,
15,-0.065446,
16,-0.065604,
17,-0.065481,
18,-0.073474,
19,-0.098704,
20,-0.28508,
21,-0.35518,
22,-0.44963,
23,-0.47301,
24,-0.48214,
25,-0.49848,
26,-0.49424,
27,-0.49431,
28,-0.49439,
29,-0.49434,
30,-0.49449,
31,-0.49457,
32,-0.49464,
33,-0.49465,
34,-0.49468,
35,-0.49471,
36,-0.49475,
37,-0.49477,
38,-0.49478,
39,-0.49478,
40,-0.49478,
41,-0.49477,
42,-0.49477,
43,-0.49477,
44,-0.49478,
45,-0.49478,
46,-0.49478,
46,-0.49478,
