"iter","cost",
0,-9.4253,
1,-10.6577,
2,-6.048,
3,-2.0778,
4,-1.6301,
5,-0.61212,
6,-0.44728,
7,-0.33408,
8,-0.25091,
9,-0.17127,
10,-0.15954,
11,-0.16102,
12,-0.18608,
13,-0.22635,
14,-0.29896,
15,-0.55394,
16,-0.50887,
17,-0.55527,
18,-0.54662,
19,-0.54702,
20,-0.54659,
21,-0.54635,
22,-0.54658,
23,-0.54676,
24,-0.54689,
25,-0.54689,
26,-0.54697,
27,-0.54706,
28,-0.54706,
29,-0.54702,
30,-0.54701,
31,-0.54702,
32,-0.54702,
33,-0.54703,
34,-0.54703,
35,-0.54702,
36,-0.54702,
37,-0.54703,
38,-0.54703,
39,-0.54703,
40,-0.55636,
41,-0.55572,
42,-0.55562,
43,-0.55577,
44,-0.55586,
45,-0.55577,
46,-0.55576,
47,-0.55575,
48,-0.55576,
49,-0.55576,
50,-0.55576,
51,-0.55576,
52,-0.55576,
53,-0.55576,
54,-0.55576,
54,-0.55576,
