"iter","cost",
0,-2.1589,
1,-5.2325,
2,-3.3292,
3,-0.51984,
4,-0.57207,
5,-0.23311,
6,-0.15727,
7,-0.1258,
8,-0.0997,
9,-0.10356,
10,-0.14894,
11,-0.23526,
12,-0.22158,
13,-0.33099,
14,-0.41787,
15,-0.43598,
16,-0.44155,
17,-0.44548,
18,-0.44439,
19,-0.44469,
20,-0.44532,
21,-0.56112,
22,-0.54616,
23,-0.54881,
24,-0.54691,
25,-0.54668,
26,-0.54664,
27,-0.56891,
28,-0.56926,
29,-0.56802,
30,-0.56798,
31,-0.56802,
32,-0.56801,
33,-0.568,
34,-0.568,
35,-0.57258,
36,-0.57216,
37,-0.57214,
38,-0.57214,
39,-0.57214,
39,-0.57214,
