"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,0.035134,8.7694,6.0035e-05,NaN,NaN,NaN,NaN,1,1.0893,0.23725,0.04933,
1,-0.31253,1.5426,0.16674,1,0,0.93716,1,1,0.63711,1.9967e-15,5.9708e-17,
2,-0.53244,0.21885,0.33225,1,0,0.65178,1,1,0.39007,0,0,
3,-0.56852,0.062199,0.50406,1,0,0.29684,1,1,0.34932,0,0,
4,-0.5727,0.020322,0.67159,1,0,0.10658,1,1,0.34283,0,0,
5,-0.57311,0.0059321,0.84809,1,0,0.031431,1,1,0.33906,2.0563e-14,2.7417e-16,
6,-0.57315,0.0019676,1.0193,1,0,0.010424,1,1,0.33715,0,0,
7,-0.57316,0.00068426,1.1865,1,0,0.0036238,1,1,0.33641,0,0,
8,-0.57316,0.00025175,1.3527,1,0,0.0013331,1,1,0.33612,0,0,
9,-0.57316,9.4307e-05,1.535,1,0,0.00049936,1,1,0.33601,0,0,
