"iter","cost",
0,-2.3584,
1,-7.0002,
2,-4.5515,
3,-1.6491,
4,-1.0893,
5,-0.33323,
6,-0.25145,
7,-0.11195,
8,-0.10695,
9,-0.11361,
10,-0.098837,
11,-0.10171,
12,-0.13377,
13,-0.18672,
14,-0.18323,
15,-0.25856,
16,-0.3823,
17,-0.36233,
18,-0.3646,
19,-0.36715,
20,-0.3672,
21,-0.36699,
22,-0.45524,
23,-0.48806,
24,-0.48754,
25,-0.49492,
26,-0.49248,
27,-0.49199,
28,-0.49215,
29,-0.49237,
30,-0.49267,
31,-0.49281,
32,-0.49292,
33,-0.49293,
34,-0.52933,
35,-0.52729,
36,-0.52681,
37,-0.52688,
38,-0.52681,
39,-0.52685,
40,-0.52695,
41,-0.52697,
42,-0.52695,
43,-0.52695,
44,-0.52696,
45,-0.52696,
46,-0.52696,
47,-0.53554,
48,-0.53471,
49,-0.5342,
50,-0.53413,
51,-0.53412,
52,-0.53412,
53,-0.53411,
54,-0.53411,
55,-0.53411,
56,-0.53411,
57,-0.53411,
57,-0.53411,
