"iter","cost",
0,1.366,
1,-1.0145,
2,-0.59052,
3,-0.25692,
4,0.057065,
5,0.017396,
6,0.052215,
7,0.035737,
8,0.037032,
9,-0.017376,
10,-0.11435,
11,-0.10022,
12,-0.20615,
13,-0.30359,
14,-0.29632,
15,-0.30537,
16,-0.30667,
17,-0.30464,
18,-0.30693,
19,-0.30889,
20,-0.30924,
21,-0.31005,
22,-0.3101,
23,-0.38775,
24,-0.38715,
25,-0.38848,
26,-0.38775,
27,-0.38774,
28,-0.38747,
29,-0.38746,
30,-0.38752,
31,-0.38758,
32,-0.38761,
33,-0.40232,
34,-0.40406,
35,-0.40329,
36,-0.40328,
37,-0.40327,
38,-0.40327,
39,-0.40657,
40,-0.40642,
41,-0.40641,
42,-0.40641,
43,-0.40641,
43,-0.40641,
