"iter","cost",
0,-69.9544,
1,-88.4357,
2,-49.7727,
3,-21.8873,
4,-16.4155,
5,-6.4133,
6,-5.5015,
7,-4.2236,
8,-3.721,
9,-2.5866,
10,-1.9611,
11,-1.6245,
12,-1.5921,
13,-0.79555,
14,-0.72677,
15,-0.6666,
16,-0.41418,
17,-0.36845,
18,-0.2757,
19,-0.25992,
20,-0.25872,
21,-0.25992,
22,-0.25702,
23,-0.25662,
24,-0.25678,
25,-0.25687,
26,-0.25675,
27,-0.26453,
28,-0.2768,
29,-0.30158,
30,-0.51352,
31,-0.73953,
32,-0.74479,
33,-0.76279,
34,-0.78504,
35,-0.78889,
36,-0.79169,
37,-0.79261,
38,-0.79379,
39,-0.79424,
40,-0.79424,
41,-0.79466,
42,-0.79546,
43,-0.79614,
44,-0.79638,
45,-0.79657,
46,-0.79701,
47,-0.79721,
48,-0.79719,
49,-0.79718,
50,-0.79719,
51,-0.79722,
52,-0.79731,
53,-0.79734,
54,-0.79733,
55,-0.79732,
56,-0.79731,
57,-0.79731,
57,-0.79731,
