"iter","cost",
0,-28.6522,
1,-23.9614,
2,-15.301,
3,-9.4587,
4,-6.95,
5,-2.9192,
6,-2.3934,
7,-1.6975,
8,-1.5692,
9,-0.96342,
10,-0.82403,
11,-0.66513,
12,-0.65781,
13,-0.65672,
14,-0.6906,
15,-0.72887,
16,-0.72703,
17,-0.72568,
18,-0.78292,
19,-0.84789,
20,-0.83674,
21,-0.83513,
22,-0.83528,
23,-0.83543,
24,-0.87981,
25,-0.88834,
26,-0.88713,
27,-0.88636,
28,-0.88615,
29,-0.88617,
30,-0.88618,
31,-0.89847,
32,-0.89718,
33,-0.897,
34,-0.89689,
35,-0.89687,
36,-0.89687,
37,-0.89688,
38,-0.89688,
39,-0.89688,
40,-0.89688,
40,-0.89688,
