"iter","cost",
0,-64.8373,
1,-51.572,
2,-29.2755,
3,-13.6567,
4,-8.7891,
5,-7.8527,
6,-5.1818,
7,-4.7599,
8,-2.82,
9,-2.4627,
10,-1.8358,
11,-1.5816,
12,-1.4941,
13,-0.92703,
14,-0.79872,
15,-0.75605,
16,-0.60919,
17,-0.45584,
18,-0.45262,
19,-0.45005,
20,-0.44951,
21,-0.44921,
22,-0.44934,
23,-0.46275,
24,-0.50323,
25,-0.73217,
26,-0.73046,
27,-0.82229,
28,-0.80141,
29,-0.7982,
30,-0.79762,
31,-0.79754,
32,-0.79779,
33,-0.79802,
34,-0.79818,
35,-0.79813,
36,-0.79814,
37,-0.79817,
38,-0.79817,
39,-0.79816,
40,-0.79816,
41,-0.79815,
42,-0.79814,
43,-0.79815,
44,-0.79815,
45,-0.79816,
46,-0.79816,
47,-0.79816,
47,-0.79816,
