"iter","cost",
0,-12.0126,
1,-9.8107,
2,-4.8394,
3,-2.6865,
4,-1.9372,
5,-0.98848,
6,-0.93113,
7,-0.5428,
8,-0.45573,
9,-0.36825,
10,-0.3537,
11,-0.35489,
12,-0.39352,
13,-0.44382,
14,-0.44016,
15,-0.50936,
16,-0.58735,
17,-0.57743,
18,-0.58066,
19,-0.58094,
20,-0.58059,
21,-0.5805,
22,-0.5805,
23,-0.64035,
24,-0.64794,
25,-0.64567,
26,-0.64583,
27,-0.64558,
28,-0.64551,
29,-0.66238,
30,-0.66104,
31,-0.6604,
32,-0.66035,
33,-0.66036,
34,-0.66036,
35,-0.66036,
36,-0.66036,
37,-0.66391,
38,-0.66328,
39,-0.66323,
40,-0.66323,
41,-0.66323,
42,-0.66323,
42,-0.66323,
