"iter","cost",
0,-12.1732,
1,-12.7037,
2,-7.4276,
3,-3.7407,
4,-2.9736,
5,-1.5362,
6,-1.3451,
7,-0.82037,
8,-0.70793,
9,-0.38169,
10,-0.37547,
11,-0.34766,
12,-0.34455,
13,-0.37882,
14,-0.42415,
15,-0.42248,
16,-0.48551,
17,-0.57375,
18,-0.55988,
19,-0.56007,
20,-0.56072,
21,-0.56091,
22,-0.56083,
23,-0.6213,
24,-0.64206,
25,-0.63909,
26,-0.63946,
27,-0.63914,
28,-0.63903,
29,-0.66281,
30,-0.66215,
31,-0.66078,
32,-0.66081,
33,-0.66085,
34,-0.66078,
35,-0.66079,
36,-0.66079,
37,-0.66079,
38,-0.66079,
39,-0.66079,
39,-0.66079,
