"iter","cost",
0,-0.012125,
1,-0.34668,
2,-0.57289,
3,-0.54563,
4,-0.52876,
5,-0.5249,
6,-0.54355,
7,-0.53806,
8,-0.53642,
9,-0.53501,
10,-0.53424,
11,-0.53336,
12,-0.53323,
13,-0.53325,
14,-0.5334,
15,-0.5346,
16,-0.53463,
17,-0.53536,
18,-0.53608,
19,-0.53466,
20,-0.53443,
21,-0.53439,
22,-0.53442,
23,-0.53445,
24,-0.53436,
25,-0.53437,
26,-0.53439,
27,-0.53444,
28,-0.53451,
29,-0.5346,
30,-0.53468,
31,-0.53482,
32,-0.53499,
33,-0.53494,
34,-0.53486,
35,-0.53484,
36,-0.53484,
37,-0.53484,
38,-0.53484,
39,-0.53484,
40,-0.53484,
41,-0.53484,
42,-0.53484,
42,-0.53484,
