"iter","cost",
0,-7.3696,
1,-7.5569,
2,-4.1058,
3,-1.3708,
4,-1.5611,
5,-0.78404,
6,-0.58987,
7,-0.49573,
8,-0.35476,
9,-0.33342,
10,-0.33597,
11,-0.37847,
12,-0.43642,
13,-0.42917,
14,-0.50483,
15,-0.56443,
16,-0.56382,
17,-0.5662,
18,-0.56547,
19,-0.565,
20,-0.62468,
21,-0.62965,
22,-0.62502,
23,-0.62502,
24,-0.62518,
25,-0.62522,
26,-0.62526,
27,-0.62528,
28,-0.62532,
29,-0.64283,
30,-0.63945,
31,-0.6389,
32,-0.63892,
33,-0.63889,
34,-0.63888,
35,-0.63888,
36,-0.63889,
37,-0.64215,
38,-0.6415,
39,-0.64147,
40,-0.64146,
41,-0.64146,
42,-0.64146,
43,-0.64146,
43,-0.64146,
