"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,0.39724,0.04059,0.0407,0.98026,
1,0.011326,0,0,-0.17297,0.60425,
2,0.013394,0,0,-0.17297,0.60425,
3,0.14743,0,0,-0.44041,0.53911,
4,0.27544,0.0018263,7.775e-05,-0.52721,0.47526,
5,0.33098,0.0002934,1.2249e-05,-0.52919,0.4707,
6,0.34983,2.5239e-05,2.0367e-06,-0.52936,0.47029,
7,0.35556,1.7295e-06,9.1955e-08,-0.52937,0.47024,
8,0.36174,4.5411e-06,4.2526e-07,-0.52938,0.47026,
9,0.36796,1.2566e-07,1.0518e-08,-0.52938,0.47026,
10,0.37618,7.7364e-07,8.4785e-08,-0.52938,0.47025,
11,0.38261,7.9707e-08,6.8463e-09,-0.52938,0.47025,
12,0.38804,7.0547e-07,6.1768e-08,-0.52938,0.47025,
13,0.39535,4.2178e-07,2.1672e-08,-0.52938,0.47025,
14,0.40339,1.1999e-09,1.0581e-10,-0.52938,0.47025,
15,0.4127,8.1841e-08,7.4713e-09,-0.52938,0.47026,
16,0.422,1.1174e-08,9.7876e-10,-0.52938,0.47026,
17,0.42933,7.0681e-10,6.022e-11,-0.52938,0.47026,
18,0.43592,4.0174e-07,3.4623e-08,-0.52938,0.47026,
19,0.44502,1.5208e-07,1.003e-08,-0.52938,0.47026,
20,0.45519,4.8595e-11,3.8105e-12,-0.52938,0.47026,
21,0.45991,1.2502e-07,9.9643e-09,-0.52938,0.47026,
22,0.46959,3.6741e-08,3.4413e-09,-0.52938,0.47026,
23,0.4789,5.3705e-12,4.1094e-13,-0.52938,0.47026,
24,0.48334,6.8159e-08,4.9999e-09,-0.52938,0.47026,
25,0.49338,3.1749e-08,1.7682e-09,-0.52938,0.47026,
26,0.50292,1.1081e-12,9.3481e-14,-0.52938,0.47026,
27,0.50758,2.3188e-08,1.9814e-09,-0.52938,0.47026,
28,0.51766,9.543e-09,6.172e-10,-0.52938,0.47026,
29,0.52819,1.1155e-13,8.0488e-15,-0.52938,0.47026,
30,0.53298,2.2789e-09,1.5862e-10,-0.52938,0.47026,
