"iter","cost",
0,-45.0285,
1,-60.2227,
2,-32.8382,
3,-12.1746,
4,-7.0331,
5,-6.2807,
6,-3.9596,
7,-3.656,
8,-2.9176,
9,-1.6359,
10,-1.2558,
11,-0.68765,
12,-0.52848,
13,-0.47539,
14,-0.37693,
15,-0.28353,
16,-0.24533,
17,-0.17842,
18,-0.18052,
19,-0.17017,
20,-0.17264,
21,-0.17199,
22,-0.17192,
23,-0.17195,
24,-0.17199,
25,-0.1761,
26,-0.18899,
27,-0.29813,
28,-0.51151,
29,-0.50481,
30,-0.4891,
31,-0.49699,
32,-0.49834,
33,-0.49889,
34,-0.49931,
35,-0.49944,
36,-0.50115,
37,-0.50191,
38,-0.50267,
39,-0.50264,
40,-0.50249,
41,-0.50239,
42,-0.50238,
43,-0.50241,
44,-0.50245,
45,-0.50248,
46,-0.50248,
47,-0.50247,
48,-0.50245,
49,-0.50245,
50,-0.50246,
51,-0.50248,
52,-0.50249,
53,-0.5025,
54,-0.5025,
55,-0.50249,
56,-0.50248,
57,-0.50248,
57,-0.50248,
