"iter","cost",
0,-11.4994,
1,-25.8531,
2,-13.0646,
3,-3.7512,
4,-2.4721,
5,-1.7839,
6,-0.9493,
7,-0.49897,
8,-0.4848,
9,-0.36628,
10,-0.29251,
11,-0.23406,
12,-0.12991,
13,-0.11563,
14,-0.10332,
15,-0.10122,
16,-0.1012,
17,-0.10131,
18,-0.10126,
19,-0.1098,
20,-0.12319,
21,-0.1499,
22,-0.35382,
23,-0.47449,
24,-0.48971,
25,-0.50631,
26,-0.50919,
27,-0.50912,
28,-0.50867,
29,-0.50875,
30,-0.50916,
31,-0.50941,
32,-0.50964,
33,-0.50977,
34,-0.50985,
35,-0.50984,
36,-0.50982,
37,-0.5098,
38,-0.5098,
39,-0.50981,
40,-0.50982,
41,-0.50982,
42,-0.50981,
43,-0.50981,
44,-0.50981,
45,-0.50982,
46,-0.50982,
47,-0.50983,
48,-0.50983,
48,-0.50983,
