"iter","cost",
0,-1.6785,
1,-7.5968,
2,-6.1484,
3,-2.5016,
4,-1.9919,
5,-0.68905,
6,-0.53208,
7,-0.32246,
8,-0.27382,
9,-0.27789,
10,-0.27453,
11,-0.32599,
12,-0.40949,
13,-0.39832,
14,-0.5126,
15,-0.6399,
16,-0.61875,
17,-0.61987,
18,-0.61987,
19,-0.61983,
20,-0.61995,
21,-0.71144,
22,-0.71926,
23,-0.71649,
24,-0.71624,
25,-0.71613,
26,-0.71613,
27,-0.71616,
28,-0.73908,
29,-0.73816,
30,-0.73801,
31,-0.738,
32,-0.73799,
33,-0.74266,
34,-0.7425,
35,-0.74249,
36,-0.74249,
37,-0.74249,
37,-0.74249,
