"iter","cost",
0,0.0019978,
1,-0.25697,
2,-0.49367,
3,-0.50395,
4,-0.48542,
5,-0.49743,
6,-0.50183,
7,-0.50427,
8,-0.50399,
9,-0.50414,
10,-0.50673,
11,-0.5068,
12,-0.50625,
13,-0.50605,
14,-0.5059,
15,-0.50552,
16,-0.50546,
17,-0.5055,
18,-0.50555,
19,-0.50557,
20,-0.50564,
21,-0.50576,
22,-0.50586,
23,-0.50588,
24,-0.50591,
25,-0.5059,
26,-0.50571,
27,-0.50581,
28,-0.50594,
29,-0.50653,
30,-0.50638,
31,-0.50647,
32,-0.50655,
33,-0.50643,
34,-0.50641,
35,-0.50638,
36,-0.50637,
37,-0.50636,
38,-0.50636,
39,-0.50635,
40,-0.50635,
41,-0.50635,
42,-0.50635,
43,-0.50635,
44,-0.50635,
44,-0.50635,
